"filename", "language", "Rust", "Python", "C++", "JSON", "C#", "TypeScript", "comment", "blank", "total"
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\state_printer.rs", "Rust", 4, 0, 0, 0, 0, 0, 1, 1, 6
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\tcp_server.rs", "Rust", 67, 0, 0, 0, 0, 0, 21, 17, 105
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\time_controller\deterministic_rng.rs", "Rust", 8, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\time_controller\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\time_controller\tests\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\time_controller\tests\test_time_controller.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ankit\Downloads\xace\packages\runtime-core\src\time_controller\time_controller.rs", "Rust", -1, 0, 0, 0, 0, 0, 2, 2, 3
"c:\Users\ankit\Downloads\xace\packages\runtime-core\tests\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ankit\Downloads\xace\packages\runtime-core\tests\test_archetype.rs", "Rust", 2, 0, 0, 0, 0, 0, 0, -2, 0
"c:\Users\ankit\Downloads\xace\packages\runtime-core\tests\test_d3_preservation.rs", "Rust", 10, 0, 0, 0, 0, 0, 0, -7, 3
"c:\Users\ankit\Downloads\xace\packages\runtime-core\tests\test_storage_router.rs", "Rust", 15, 0, 0, 0, 0, 0, 0, -2, 13
"c:\Users\ankit\Downloads\xace\packages\save-engine\src\lib.rs", "Rust", 24, 0, 0, 0, 0, 0, 6, 10, 40
"c:\Users\ankit\Downloads\xace\packages\save-engine\src\save_engine.rs", "Rust", 147, 0, 0, 0, 0, 0, 0, 23, 170
"c:\Users\ankit\Downloads\xace\packages\save-engine\src\save_serializer.rs", "Rust", 28, 0, 0, 0, 0, 0, 0, 7, 35
"c:\Users\ankit\Downloads\xace\packages\save-engine\src\save_slot.rs", "Rust", 26, 0, 0, 0, 0, 0, 0, 5, 31
"c:\Users\ankit\Downloads\xace\packages\save-engine\tests\test_save_roundtrip.rs", "Rust", 64, 0, 0, 0, 0, 0, 0, 18, 82
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\compilation_error.rs", "Rust", 33, 0, 0, 0, 0, 0, 0, 1, 34
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\conflict_analyzer\conflict_analyzer.rs", "Rust", 10, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\conflict_analyzer\serialization_group_builder.rs", "Rust", 20, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\cycle_detection\cycle_detector.rs", "Rust", 28, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\cycle_detection\cycle_diagnostics.rs", "Rust", 58, 0, 0, 0, 0, 0, 0, 1, 59
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\dependency_resolution\dependency_resolution_engine.rs", "Rust", 107, 0, 0, 0, 0, 0, 0, 1, 108
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\dependency_resolution\topological_sorter.rs", "Rust", 37, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\graph_construction\graph_construction_layer.rs", "Rust", 68, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\graph_construction\hazard_detector.rs", "Rust", 41, 0, 0, 0, 0, 0, 0, 1, 42
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\graph_construction\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\graph_construction\system_edge.rs", "Rust", 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\graph_construction\system_node.rs", "Rust", 15, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\main.rs", "Rust", 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\parallelization\parallelization_safety_model.rs", "Rust", -4, 0, 0, 0, 0, 0, 0, 1, -3
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\phase_segmentation\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\phase_segmentation\phase_segmentation_layer.rs", "Rust", 135, 0, 0, 0, 0, 0, 0, 1, 136
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\phase_segmentation\phase_validator.rs", "Rust", 1, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\scheduler\deterministic_scheduler_builder.rs", "Rust", 9, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\scheduler\parallel_group_analyzer.rs", "Rust", 21, 0, 0, 0, 0, 0, 0, 2, 23
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\sgc_pipeline.rs", "Rust", 34, 0, 0, 0, 0, 0, 0, 1, 35
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\tests\mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\tests\test_conflict_analyzer.rs", "Rust", 22, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\tests\test_cycle_detection.rs", "Rust", 156, 0, 0, 0, 0, 0, 0, 1, 157
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\tests\test_dependency_resolution.rs", "Rust", 33, 0, 0, 0, 0, 0, 0, 1, 34
"c:\Users\ankit\Downloads\xace\packages\system-graph-compiler\src\tests\test_graph_construction.rs", "Rust", 68, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Users\ankit\Downloads\xace\test_m2_handshake.py", "Python", 0, 136, 0, 0, 0, 0, 19, 25, 180
"Total", "-", 4657, 421, 0, 38, 1503, 322, 490, 1127, 8558
